,state,customer lifetime value,education,gender,income,monthly premium auto,number of open complaints,policy type,total claim amount,vehicle class,sales channel,response
9234,California,2692.057629,High School or Below,M,92593,68,0.0,Corporate Auto,8.44322,Four-Door Car,Agent,No
9235,,4642.020128,College,M,0,64,0.0,Personal Auto,770.254285,Two-Door Car,Web,
9236,Arizona,3097.915845,Bachelor,F,0,89,0.0,Personal Auto,427.2,Four-Door Car,Web,No
9237,Oregon,4556.592993,High School or Below,M,0,73,2.0,Personal Auto,525.6,Four-Door Car,Agent,No
9238,Washington,21639.83862,High School or Below,M,64455,108,0.0,Personal Auto,133.735395,SUV,Agent,No
9239,California,15120.21281,Bachelor,F,20656,130,0.0,Corporate Auto,706.114237,SUV,Web,No
9240,Nevada,8512.13221,College,M,61725,106,0.0,Personal Auto,508.8,Four-Door Car,Call Center,No
9241,Oregon,3940.123576,High School or Below,M,92539,100,0.0,Corporate Auto,25.713622,SUV,Branch,No
9242,California,8652.652451,Bachelor,M,65605,111,2.0,Corporate Auto,377.781658,Two-Door Car,Branch,No
9243,California,5479.854218,High School or Below,M,38210,69,0.0,Personal Auto,383.043363,,Agent,No
9244,Oregon,8608.157233,High School or Below,F,21450,110,2.0,Personal Auto,528.0,Sports Car,Call Center,No
9245,California,5074.246068,High School or Below,F,66933,63,0.0,Personal Auto,160.52105,Four-Door Car,Agent,No
9246,Arizona,11537.50507,High School or Below,M,0,86,1.0,Corporate Auto,619.2,Two-Door Car,Agent,No
9247,Arizona,3705.291862,High School or Below,M,84493,92,0.0,Personal Auto,441.6,Four-Door Car,Agent,No
9248,Nevada,9942.304791,Bachelor,M,67890,85,0.0,Personal Auto,408.0,,Agent,No
9249,Arizona,7956.152761,Bachelor,F,22699,74,4.0,Personal Auto,355.2,Four-Door Car,Call Center,No
9250,Arizona,6451.263836,Bachelor,F,30857,81,0.0,Personal Auto,309.161777,Two-Door Car,Web,No
9251,Nevada,6715.59268,High School or Below,M,21835,90,0.0,Corporate Auto,432.0,Two-Door Car,Agent,No
9252,Oregon,3071.784639,High School or Below,F,47528,77,1.0,Personal Auto,277.582137,Four-Door Car,Agent,No
9253,Oregon,2725.356404,Master,F,36650,69,,Personal Auto,56.60333,Four-Door Car,Web,Yes
9254,Oregon,6753.428413,College,F,44213,85,0.0,Personal Auto,77.523904,Four-Door Car,Branch,No
9255,,8178.235107,College,F,29057,102,0.0,Corporate Auto,489.6,SUV,Agent,
9256,Nevada,3871.073807,Bachelor,F,0,110,0.0,Corporate Auto,528.0,SUV,Agent,No
9257,California,6297.002886,Bachelor,M,0,189,,Personal Auto,1823.730828,Luxury Car,Agent,No
9258,Oregon,3707.282365,College,F,16476,101,0.0,Personal Auto,313.885191,Four-Door Car,Web,No
9259,Oregon,5181.620895,Master,F,97131,64,0.0,Personal Auto,307.2,Four-Door Car,Agent,Yes
9260,California,10623.40552,Bachelor,M,0,96,0.0,Personal Auto,460.8,Four-Door Car,Agent,No
9261,California,16973.74021,High School or Below,M,69497,142,0.0,Personal Auto,92.286763,SUV,Agent,No
9262,Washington,4458.113369,Bachelor,M,17622,65,1.0,Personal Auto,312.0,Four-Door Car,Agent,Yes
9263,California,17253.72944,High School or Below,M,0,124,,Personal Auto,928.817071,Sports Car,Web,No
9264,California,8036.45034,High School or Below,F,0,112,0.0,Personal Auto,806.4,Sports Car,Branch,No
9265,Oregon,4376.363592,Bachelor,F,63774,111,,Personal Auto,60.036683,Four-Door Car,Agent,Yes
9266,Arizona,5365.93282,College,F,62808,66,0.0,Special Auto,211.515893,Two-Door Car,Branch,No
9267,California,4347.159852,College,F,38223,112,2.0,Personal Auto,537.6,SUV,Branch,No
9268,California,29706.78459,Bachelor,M,0,128,0.0,Personal Auto,1345.317161,SUV,Agent,No
9269,Arizona,5608.155723,High School or Below,M,81914,70,0.0,Corporate Auto,198.75466,Four-Door Car,Branch,No
9270,California,5008.789971,Bachelor,M,0,73,0.0,Corporate Auto,350.4,Two-Door Car,Call Center,No
9271,Oregon,14616.36817,Master,M,25358,126,0.0,Personal Auto,750.58561,,Branch,No
9272,Oregon,8196.077584,Bachelor,F,21706,108,0.0,Personal Auto,518.4,SUV,Agent,No
9273,,5830.561364,College,F,0,77,0.0,Corporate Auto,783.431945,Four-Door Car,Agent,
9274,Oregon,28393.32994,Bachelor,F,38772,90,0.0,Personal Auto,321.873474,Four-Door Car,Branch,No
9275,Oregon,7188.607263,Bachelor,F,0,66,0.0,Personal Auto,278.574142,Four-Door Car,Web,No
9276,California,8609.158215,Bachelor,F,79090,107,0.0,Personal Auto,289.040734,SUV,Branch,Yes
9277,Oregon,3545.413177,Bachelor,M,0,116,3.0,Corporate Auto,835.2,SUV,Call Center,No
9278,California,6314.492009,Master,F,66947,78,0.0,Personal Auto,374.4,Four-Door Car,Agent,No
9279,Washington,8875.965501,Doctor,F,69205,110,0.0,Personal Auto,372.362565,Four-Door Car,Web,No
9280,California,3054.541283,Bachelor,M,0,88,0.0,Personal Auto,422.4,Four-Door Car,Agent,No
9281,Oregon,3744.577726,High School or Below,F,0,101,0.0,Personal Auto,727.2,SUV,Agent,No
9282,California,3013.439451,Bachelor,M,21353,80,0.0,Personal Auto,576.0,Four-Door Car,Agent,No
9283,Arizona,11631.87866,College,F,0,152,0.0,Personal Auto,1082.814636,SUV,Branch,No
9284,Oregon,9618.310865,High School or Below,F,80536,119,0.0,Special Auto,53.798708,Sports Car,Branch,No
9285,California,11814.53241,High School or Below,F,41004,102,3.0,Personal Auto,489.6,Sports Car,Call Center,No
9286,California,2966.944264,College,M,0,81,0.0,Personal Auto,388.8,Two-Door Car,Branch,No
9287,California,12101.20884,Bachelor,F,0,112,0.0,Personal Auto,1252.406235,Sports Car,Agent,No
9288,California,3289.132998,Bachelor,F,21947,83,0.0,Personal Auto,366.90936,Four-Door Car,Branch,No
9289,Washington,13869.92705,College,M,28432,118,0.0,Corporate Auto,612.300581,SUV,Branch,Yes
9290,Oregon,6743.126791,Master,F,0,61,0.0,Corporate Auto,292.8,Two-Door Car,Agent,No
9291,Arizona,7679.677721,High School or Below,M,12677,101,0.0,Personal Auto,500.633484,SUV,Call Center,No
9292,Nevada,8444.840217,Bachelor,F,76352,109,2.0,Personal Auto,501.83778,SUV,Agent,No
9293,Oregon,8432.815731,College,M,21052,111,0.0,Corporate Auto,453.578343,SUV,Call Center,No
9294,California,3409.677392,Bachelor,F,85023,85,0.0,Personal Auto,408.0,Four-Door Car,Agent,No
9295,Washington,6186.265217,Bachelor,M,37138,83,2.0,Personal Auto,417.28389,Two-Door Car,Call Center,No
9296,Oregon,5333.038137,High School or Below,M,55674,66,,Personal Auto,81.710575,Four-Door Car,Branch,No
9297,Arizona,7218.015592,Doctor,F,32312,61,3.0,Personal Auto,276.590788,Two-Door Car,Call Center,No
9298,Washington,3021.938522,Bachelor,F,0,84,0.0,Personal Auto,700.725788,Two-Door Car,Branch,No
9299,Nevada,20534.39224,High School or Below,M,0,93,0.0,Special Auto,669.6,Four-Door Car,Agent,No
9300,California,9628.702696,Bachelor,F,71269,80,0.0,Personal Auto,350.689559,Four-Door Car,Branch,No
9301,,4868.807554,High School or Below,F,31447,121,0.0,Personal Auto,580.8,SUV,Web,
9302,California,6273.911874,College,F,18577,86,0.0,Corporate Auto,412.8,Four-Door Car,Branch,Yes
9303,Oregon,3339.764873,Bachelor,M,0,94,0.0,Personal Auto,863.327324,Two-Door Car,Agent,No
9304,Arizona,14567.26841,Bachelor,M,0,148,0.0,Personal Auto,710.4,SUV,Agent,No
9305,California,9429.080755,College,F,75638,83,4.0,Personal Auto,108.69654,Four-Door Car,Agent,No
9306,Arizona,8237.251407,Master,M,48866,103,0.0,Personal Auto,494.4,Sports Car,Web,No
9307,Arizona,2867.312197,Bachelor,F,23376,78,0.0,Personal Auto,374.4,Four-Door Car,Call Center,Yes
9308,Arizona,6446.918637,Bachelor,F,43478,80,0.0,Personal Auto,384.0,Four-Door Car,Branch,No
9309,Oregon,31920.76916,College,F,58542,114,0.0,Personal Auto,129.985718,SUV,Branch,No
9310,Oregon,5032.386371,Bachelor,M,30735,63,0.0,Personal Auto,307.080113,Two-Door Car,Agent,No
9311,,2229.361773,High School or Below,M,0,61,0.0,Personal Auto,292.8,Four-Door Car,Call Center,
9312,Oregon,7263.599744,High School or Below,F,86732,180,0.0,Personal Auto,204.373113,Luxury SUV,Call Center,No
9313,Oregon,26346.08582,High School or Below,M,48268,223,0.0,Personal Auto,1605.6,,Web,No
9314,California,7035.763363,Doctor,M,77235,87,0.0,Personal Auto,310.160362,Two-Door Car,Branch,No
9315,California,5893.368906,Bachelor,F,86498,74,1.0,Personal Auto,8.529778,Two-Door Car,Agent,No
9316,California,2480.392738,High School or Below,F,0,65,0.0,Personal Auto,328.314222,Four-Door Car,Web,No
9317,Oregon,10213.56338,College,F,39719,131,0.0,Personal Auto,628.8,Sports Car,Agent,No
9318,Oregon,10208.92761,College,F,35482,129,0.0,Personal Auto,619.2,,Branch,Yes
9319,Oregon,4763.327142,College,M,14957,66,0.0,Corporate Auto,316.8,Four-Door Car,Branch,No
9320,California,8099.466122,Bachelor,F,0,112,0.0,Personal Auto,438.812143,SUV,Branch,No
9321,California,7996.597066,Bachelor,F,70061,99,0.0,Corporate Auto,699.517349,Four-Door Car,Agent,No
9322,Oregon,21850.84002,College,F,51056,78,0.0,Personal Auto,95.816516,Four-Door Car,Branch,No
9323,Washington,2875.43239,Bachelor,M,84768,72,0.0,Personal Auto,110.484661,Two-Door Car,Agent,No
9324,Arizona,2374.147419,High School or Below,M,48911,61,0.0,Personal Auto,292.8,Two-Door Car,Call Center,No
9325,Washington,5553.756551,College,F,0,92,,Personal Auto,662.4,Four-Door Car,Branch,No
9326,California,3508.569533,College,M,20978,98,1.0,Personal Auto,1176.2788,Four-Door Car,Branch,Yes
9327,,6371.320461,College,M,23797,81,0.0,Personal Auto,388.8,Four-Door Car,Web,
9328,Arizona,6568.75877,High School or Below,F,25876,83,0.0,Personal Auto,398.4,Two-Door Car,Branch,No
9329,Arizona,10963.95723,High School or Below,M,55687,276,,Personal Auto,1324.8,Luxury SUV,Agent,Yes
9330,Oregon,4314.065657,High School or Below,F,0,64,1.0,Personal Auto,460.8,Four-Door Car,Call Center,No
9331,California,2619.337376,Bachelor,M,78618,66,0.0,Personal Auto,225.578841,Two-Door Car,Agent,Yes
9332,Arizona,3652.666261,Doctor,F,0,95,0.0,Personal Auto,456.0,Four-Door Car,Agent,No
9333,Oregon,17732.46488,Bachelor,F,42191,74,1.0,Special Auto,68.647736,Two-Door Car,Call Center,No
9334,California,9657.579498,High School or Below,M,0,131,0.0,Personal Auto,628.8,SUV,Agent,Yes
9335,Arizona,2308.472055,College,M,0,68,0.0,Corporate Auto,489.6,Four-Door Car,Web,No
9336,California,2776.748342,Doctor,F,30893,70,0.0,Corporate Auto,85.416096,Four-Door Car,Branch,No
9337,Arizona,20090.43865,College,F,0,66,1.0,Corporate Auto,252.149798,Four-Door Car,Agent,No
9338,Washington,2829.863912,High School or Below,F,25317,71,0.0,Personal Auto,50.422181,Two-Door Car,Branch,No
9339,Arizona,2359.423599,Bachelor,F,19864,63,0.0,Corporate Auto,352.394515,Four-Door Car,Web,Yes
9340,California,36860.90798,Bachelor,M,22854,122,0.0,Special Auto,878.4,Sports Car,Branch,No
9341,Arizona,3644.833554,High School or Below,F,82477,90,0.0,Personal Auto,432.0,Two-Door Car,Agent,Yes
9342,California,5044.857229,Bachelor,M,59292,64,0.0,Corporate Auto,218.491318,,Call Center,No
9343,Arizona,2775.080095,College,F,29051,73,0.0,Personal Auto,153.200014,Two-Door Car,Agent,No
9344,Oregon,22093.61618,High School or Below,F,24193,185,0.0,Personal Auto,785.367947,Sports Car,Branch,No
9345,California,4652.91278,College,F,0,63,,Personal Auto,151.231247,,Agent,No
9346,Nevada,8646.504109,High School or Below,F,64125,108,0.0,Personal Auto,369.818708,SUV,Branch,Yes
9347,Oregon,7708.883885,College,F,71134,98,3.0,Personal Auto,196.37368,Two-Door Car,Web,No
9348,Arizona,2702.380487,High School or Below,F,46370,68,1.0,Personal Auto,326.4,Two-Door Car,Web,No
9349,Arizona,40224.01359,Master,M,48587,111,0.0,Personal Auto,532.8,SUV,Branch,No
9350,Arizona,2833.797966,High School or Below,M,45360,73,0.0,Corporate Auto,350.4,Four-Door Car,Branch,No
9351,California,4726.869327,Bachelor,F,13037,124,0.0,Personal Auto,839.348464,SUV,Agent,Yes
9352,Arizona,6102.307214,Bachelor,F,42800,153,1.0,Personal Auto,734.4,Sports Car,Call Center,No
9353,Nevada,5395.434909,Bachelor,M,44047,137,0.0,Corporate Auto,969.232217,Sports Car,Branch,No
9354,,7399.032079,College,F,0,101,0.0,Personal Auto,337.617149,SUV,Web,
9355,Arizona,8177.048957,College,F,54695,103,0.0,Personal Auto,494.4,SUV,Branch,No
9356,California,2749.407985,High School or Below,F,71445,70,2.0,Personal Auto,336.0,Four-Door Car,Branch,No
9357,Arizona,8042.803784,Doctor,M,55411,100,0.0,Personal Auto,259.561195,Sports Car,Web,No
9358,Oregon,5785.223477,College,M,31320,72,0.0,Personal Auto,293.86579,Four-Door Car,Branch,No
9359,Arizona,4531.675269,Bachelor,F,0,126,0.0,Corporate Auto,907.2,SUV,Call Center,No
9360,Arizona,5062.37379,College,F,0,72,0.0,Personal Auto,345.6,Two-Door Car,Call Center,No
9361,California,8845.185533,Bachelor,M,45600,113,0.0,Personal Auto,617.936885,SUV,Agent,No
9362,California,15182.27975,Bachelor,F,53863,63,0.0,Personal Auto,105.765111,Four-Door Car,Web,No
9363,Oregon,7851.349465,Bachelor,F,32225,66,0.0,Personal Auto,316.8,Four-Door Car,Agent,No
9364,Washington,5408.911507,Doctor,M,80192,67,0.0,Personal Auto,95.193157,Four-Door Car,Agent,No
9365,California,21240.94357,College,F,0,190,0.0,Personal Auto,1368.0,Luxury SUV,Agent,No
9366,California,2499.036551,Master,F,28264,63,0.0,Corporate Auto,364.622773,Two-Door Car,Agent,No
9367,California,8485.330004,High School or Below,M,32607,111,1.0,Corporate Auto,532.8,SUV,Branch,No
9368,California,2292.791874,Bachelor,F,0,64,0.0,Personal Auto,460.8,Two-Door Car,Branch,No
9369,California,6843.848971,Bachelor,M,0,66,0.0,Corporate Auto,478.509797,Two-Door Car,Web,No
9370,Arizona,2630.009217,High School or Below,F,0,78,1.0,Corporate Auto,374.4,Four-Door Car,Call Center,No
9371,California,7928.829252,College,F,0,72,0.0,Corporate Auto,345.6,Four-Door Car,Call Center,No
9372,Nevada,3982.266087,Bachelor,M,0,113,0.0,Personal Auto,542.4,SUV,Branch,No
9373,California,5551.398167,College,M,36918,76,3.0,Personal Auto,364.8,Two-Door Car,Branch,No
9374,Oregon,15512.56424,College,M,39794,133,0.0,Corporate Auto,638.4,SUV,Agent,No
9375,Washington,2472.253893,High School or Below,F,62006,61,0.0,Personal Auto,292.8,Four-Door Car,Agent,No
9376,Arizona,5797.604861,Bachelor,F,69276,74,2.0,Personal Auto,201.327931,Two-Door Car,Web,No
9377,Arizona,10934.73726,Bachelor,M,47170,139,0.0,Corporate Auto,667.2,Sports Car,Agent,No
9378,Arizona,8084.846371,Bachelor,F,60662,68,0.0,Special Auto,326.4,Two-Door Car,Web,No
9379,California,2993.117683,High School or Below,M,23277,77,2.0,Corporate Auto,369.6,Four-Door Car,Branch,No
9380,Oregon,5701.277221,Bachelor,F,41154,72,1.0,Personal Auto,345.6,Four-Door Car,Agent,No
9381,Arizona,2409.760898,Bachelor,M,59665,62,1.0,Personal Auto,167.138119,Two-Door Car,Agent,No
9382,,25805.26839,High School or Below,M,22711,82,0.0,Personal Auto,393.6,Two-Door Car,Branch,
9383,Oregon,38445.85587,College,M,27398,125,1.0,Personal Auto,600.0,,Call Center,No
9384,Nevada,8072.746442,Bachelor,M,30584,68,0.0,Personal Auto,51.662597,Two-Door Car,Branch,No
9385,Oregon,2899.317224,High School or Below,F,33738,74,1.0,Corporate Auto,304.390472,Four-Door Car,Agent,No
9386,California,2877.354255,High School or Below,M,32807,73,0.0,Personal Auto,350.4,,Call Center,No
9387,California,8010.968982,Bachelor,M,52009,68,0.0,Personal Auto,250.416569,Four-Door Car,Agent,No
9388,Washington,2678.058299,Doctor,F,72450,66,0.0,Corporate Auto,84.218363,Four-Door Car,Branch,No
9389,California,3329.887725,Bachelor,M,75556,84,0.0,Corporate Auto,498.927007,Four-Door Car,Agent,No
9390,California,6782.556454,High School or Below,M,26116,85,0.0,Personal Auto,612.0,Four-Door Car,Agent,No
9391,Oregon,5175.28934,Master,M,0,71,0.0,Personal Auto,340.8,Four-Door Car,Agent,No
9392,California,7690.159642,Bachelor,F,55843,64,0.0,Corporate Auto,307.2,Two-Door Car,Call Center,No
9393,Arizona,5113.874718,College,M,94415,127,1.0,Personal Auto,492.770321,Sports Car,Branch,No
9394,California,2570.761765,Master,M,0,72,3.0,Personal Auto,345.6,Two-Door Car,Call Center,No
9395,,4059.567414,Master,F,11621,108,0.0,Personal Auto,518.4,Four-Door Car,Agent,
9396,Oregon,4692.098956,College,M,0,69,0.0,Personal Auto,506.92275,Four-Door Car,Agent,No
9397,Arizona,4591.625938,High School or Below,F,83297,113,,Personal Auto,542.4,SUV,Call Center,No
9398,California,5595.389905,High School or Below,F,74454,71,0.0,Personal Auto,340.8,Four-Door Car,Call Center,Yes
9399,Oregon,3703.930261,Bachelor,M,21975,95,0.0,Corporate Auto,456.0,Four-Door Car,Agent,No
9400,Arizona,5639.941974,High School or Below,M,73168,70,0.0,Corporate Auto,425.800112,Four-Door Car,Agent,Yes
9401,Arizona,5363.405969,High School or Below,M,64324,67,0.0,Personal Auto,321.6,Four-Door Car,Branch,No
9402,California,7704.248723,College,M,49088,97,0.0,Corporate Auto,698.4,Four-Door Car,Branch,No
9403,California,6375.079233,High School or Below,M,98118,83,3.0,Personal Auto,398.4,Four-Door Car,Branch,No
9404,Oregon,4254.620669,High School or Below,F,11904,61,2.0,Personal Auto,292.8,Two-Door Car,Web,Yes
9405,Oregon,10010.14003,High School or Below,M,66371,125,0.0,Personal Auto,43.098747,SUV,Agent,No
9406,,5107.163002,Bachelor,F,35625,65,1.0,Special Auto,288.572108,Four-Door Car,Agent,
9407,Arizona,2590.096027,High School or Below,M,22398,67,2.0,Personal Auto,321.6,,Agent,No
9408,,15531.78589,Bachelor,M,95340,198,2.0,Personal Auto,808.844338,Luxury SUV,Web,
9409,Arizona,3837.451863,College,M,21880,97,0.0,Special Auto,424.077159,Four-Door Car,Branch,No
9410,Arizona,7705.283329,Bachelor,M,25290,66,0.0,Personal Auto,382.085897,Four-Door Car,Call Center,No
9411,Washington,3768.086327,High School or Below,M,43412,94,0.0,Personal Auto,509.722387,Two-Door Car,Agent,No
9412,Arizona,5457.342569,High School or Below,M,94731,67,0.0,Personal Auto,321.6,Four-Door Car,Agent,No
9413,California,10391.78109,Bachelor,M,81439,90,1.0,Personal Auto,108.118855,Two-Door Car,Call Center,No
9414,Arizona,11315.20373,Bachelor,F,11885,101,0.0,Special Auto,484.8,Four-Door Car,Agent,Yes
9415,Oregon,7344.836277,High School or Below,F,64371,181,0.0,Personal Auto,868.8,SUV,Web,No
9416,Oregon,4023.814439,Bachelor,M,41833,103,0.0,Personal Auto,643.826716,Four-Door Car,Branch,No
9417,Nevada,13197.92893,College,F,0,68,3.0,Personal Auto,326.4,Four-Door Car,Agent,Yes
9418,Oregon,6238.054416,Bachelor,F,0,90,2.0,Personal Auto,134.442783,Four-Door Car,Call Center,No
9419,California,27666.30052,High School or Below,F,61886,87,0.0,Personal Auto,417.6,Two-Door Car,Branch,No
9420,Oregon,2707.429536,College,F,51455,67,0.0,Personal Auto,11.046789,Four-Door Car,Agent,No
9421,Washington,4650.063763,College,M,28215,65,0.0,Personal Auto,468.0,Two-Door Car,Agent,Yes
9422,Arizona,5447.835272,College,F,55483,70,0.0,Personal Auto,230.912999,Four-Door Car,Web,No
9423,Arizona,2848.564466,Bachelor,F,0,81,0.0,Personal Auto,583.2,Four-Door Car,Branch,No
9424,California,8986.610653,High School or Below,M,66267,111,0.0,Personal Auto,1093.708851,Four-Door Car,Web,No
9425,,2541.522907,High School or Below,F,0,71,0.0,Personal Auto,511.2,Four-Door Car,Web,
9426,Arizona,18690.34066,College,M,0,68,0.0,Personal Auto,326.4,Four-Door Car,Agent,No
9427,Arizona,4428.625763,Bachelor,M,18263,117,0.0,Personal Auto,758.333096,SUV,Branch,No
9428,,2763.519279,Bachelor,F,56274,69,0.0,Corporate Auto,384.811147,Two-Door Car,Agent,
9429,California,2594.591182,High School or Below,M,0,70,1.0,Corporate Auto,494.196873,Four-Door Car,Agent,No
9430,Arizona,7824.492263,Bachelor,F,64543,65,0.0,Personal Auto,200.177163,Four-Door Car,Call Center,No
9431,Nevada,7668.809595,Bachelor,F,92456,95,0.0,Special Auto,456.0,Four-Door Car,Branch,No
9432,Arizona,8714.922135,College,F,0,118,,Personal Auto,566.4,SUV,Agent,Yes
9433,Oregon,5325.724541,High School or Below,M,0,73,0.0,Personal Auto,496.474767,Two-Door Car,Call Center,Yes
9434,California,3596.83011,College,F,30694,91,1.0,Personal Auto,436.8,Four-Door Car,Agent,No
9435,California,2480.529264,High School or Below,F,29444,63,0.0,Personal Auto,302.4,Two-Door Car,Call Center,No
9436,Washington,2248.449633,Bachelor,F,24910,63,1.0,Personal Auto,347.857619,Four-Door Car,Branch,Yes
9437,Oregon,9638.066778,High School or Below,M,35230,61,1.0,Personal Auto,16.214764,Four-Door Car,Call Center,No
9438,Arizona,5375.657146,High School or Below,M,0,80,1.0,Personal Auto,749.134686,Four-Door Car,Branch,No
9439,Nevada,7542.713967,College,M,0,111,0.0,Personal Auto,1186.972445,SUV,Branch,No
9440,California,30313.30977,College,F,67117,85,0.0,Personal Auto,329.423177,Two-Door Car,Web,No
9441,California,5979.724161,High School or Below,F,57693,76,0.0,Personal Auto,547.2,,Agent,Yes
9442,Oregon,9472.956706,College,M,0,131,0.0,Corporate Auto,628.8,SUV,Agent,No
9443,Oregon,16301.9676,Master,F,19614,85,0.0,Personal Auto,574.024018,Two-Door Car,Agent,Yes
9444,Arizona,5907.151868,College,F,0,81,,Personal Auto,390.161912,Four-Door Car,Branch,No
9445,California,30647.63125,High School or Below,F,0,105,0.0,Personal Auto,1212.054819,Four-Door Car,Agent,No
9446,Arizona,4416.206243,Bachelor,M,61953,113,0.0,Personal Auto,497.047297,,Branch,No
9447,Oregon,5510.107444,Bachelor,M,61401,69,0.0,Personal Auto,144.439335,Four-Door Car,Call Center,No
9448,California,4865.848218,Bachelor,M,21498,63,0.0,Corporate Auto,302.4,Four-Door Car,Agent,No
9449,California,12765.77704,Bachelor,F,0,117,0.0,Personal Auto,842.4,SUV,Web,No
9450,Oregon,8657.968597,College,M,68727,72,0.0,Personal Auto,171.475838,Four-Door Car,Branch,No
9451,Washington,9079.823377,Master,F,20290,113,0.0,Personal Auto,766.519022,SUV,Agent,No
9452,Nevada,8317.302513,College,F,64367,104,,Personal Auto,96.431061,SUV,Call Center,No
9453,Oregon,8396.605358,Bachelor,F,47593,72,0.0,Personal Auto,344.137073,Four-Door Car,Call Center,No
9454,California,2776.629135,High School or Below,M,0,77,0.0,Personal Auto,554.4,Four-Door Car,Branch,No
9455,Oregon,5657.031588,Bachelor,F,0,152,0.0,Personal Auto,729.6,SUV,Web,No
9456,Oregon,6503.397049,High School or Below,F,22081,84,0.0,Special Auto,451.670309,Two-Door Car,Agent,Yes
9457,California,6674.177684,College,M,0,189,,Personal Auto,1737.320276,Luxury SUV,Branch,No
9458,Washington,4103.849192,College,F,82427,102,0.0,Personal Auto,489.6,SUV,Agent,No
9459,Arizona,2759.978287,Bachelor,M,92296,69,0.0,Corporate Auto,331.2,Two-Door Car,Agent,Yes
9460,Oregon,5645.513529,High School or Below,F,44162,71,0.0,Personal Auto,160.825045,Two-Door Car,Agent,No
9461,Washington,4629.970602,Bachelor,M,0,70,0.0,Personal Auto,754.945216,Four-Door Car,Branch,No
9462,Oregon,5350.214918,Bachelor,F,41336,68,0.0,Personal Auto,263.090605,Four-Door Car,Agent,No
9463,Arizona,4802.477033,High School or Below,M,29809,61,0.0,Personal Auto,365.312072,Four-Door Car,Call Center,No
9464,California,20215.3918,High School or Below,F,77058,63,0.0,Personal Auto,119.331041,Four-Door Car,Branch,No
9465,California,5879.176092,High School or Below,M,85857,73,0.0,Corporate Auto,100.620067,Four-Door Car,Agent,No
9466,Oregon,8092.87696,College,M,50825,102,0.0,Personal Auto,369.614729,SUV,Agent,Yes
9467,Nevada,13111.11319,College,M,67197,111,0.0,Special Auto,147.948783,SUV,Agent,No
9468,Nevada,6516.214888,Bachelor,F,0,175,0.0,Personal Auto,1221.143438,SUV,Call Center,No
9469,Oregon,5737.499595,College,F,68946,71,0.0,Personal Auto,309.627788,Four-Door Car,Call Center,No
9470,Oregon,2331.325089,Bachelor,M,27398,68,1.0,Personal Auto,326.4,Four-Door Car,Branch,No
9471,Oregon,11030.66148,College,F,35773,93,0.0,Personal Auto,446.4,Four-Door Car,Web,No
9472,California,6552.399896,High School or Below,M,56188,86,3.0,Special Auto,175.972039,Four-Door Car,Web,No
9473,Oregon,8679.79601,High School or Below,F,55842,109,0.0,Personal Auto,703.118925,SUV,Agent,No
9474,Arizona,2510.593651,Bachelor,M,0,70,0.0,Personal Auto,522.41314,Four-Door Car,Agent,No
9475,Oregon,17367.27409,High School or Below,M,66245,145,,Personal Auto,181.501424,SUV,Agent,No
9476,California,5314.958536,Master,M,66467,66,0.0,Personal Auto,294.705573,Two-Door Car,Web,No
9477,Oregon,50568.25912,Master,M,82081,249,0.0,Personal Auto,753.760098,Luxury SUV,Branch,No
9478,Oregon,14708.99565,High School or Below,M,36670,189,0.0,Corporate Auto,907.2,Luxury Car,Branch,No
9479,,5300.686394,Master,M,26585,69,0.0,Corporate Auto,308.651195,Four-Door Car,Call Center,
9480,California,7434.247572,High School or Below,M,51408,62,0.0,Personal Auto,297.6,Four-Door Car,Agent,No
9481,Nevada,4582.685265,College,M,19065,61,0.0,Personal Auto,292.8,Two-Door Car,Call Center,No
9482,Oregon,4661.984144,College,F,0,68,1.0,Personal Auto,489.6,Four-Door Car,Call Center,No
9483,Oregon,10461.58298,College,M,0,155,0.0,Corporate Auto,1116.0,Sports Car,Branch,No
9484,Arizona,2722.210707,College,F,17576,71,0.0,Personal Auto,398.502948,Four-Door Car,Call Center,Yes
9485,Nevada,7857.303868,College,F,0,104,0.0,Personal Auto,499.2,SUV,Web,No
9486,Oregon,4598.235733,College,F,51523,116,0.0,Personal Auto,738.840818,SUV,Branch,No
9487,Oregon,17435.68167,Bachelor,F,54105,73,,Personal Auto,350.4,Two-Door Car,Web,No
9488,Washington,2981.549197,College,M,80590,74,0.0,Corporate Auto,97.928632,Four-Door Car,Branch,No
9489,Oregon,3049.837544,High School or Below,M,0,90,0.0,Special Auto,432.0,Four-Door Car,Branch,No
9490,California,4506.660224,College,M,0,66,0.0,Personal Auto,316.8,Four-Door Car,Call Center,No
9491,California,2722.210707,College,F,17576,71,0.0,Corporate Auto,398.502948,Four-Door Car,Call Center,Yes
9492,Oregon,3819.619502,High School or Below,M,0,111,0.0,Personal Auto,799.2,Two-Door Car,Branch,No
9493,Arizona,2530.810167,College,F,37811,63,0.0,Special Auto,365.002909,Four-Door Car,Agent,No
9494,Nevada,5147.11023,Bachelor,F,33171,65,0.0,Personal Auto,236.643695,Four-Door Car,Branch,No
9495,Oregon,4512.204391,High School or Below,F,0,125,0.0,Corporate Auto,900.0,SUV,Agent,No
9496,California,27420.81318,College,M,0,112,0.0,Personal Auto,537.6,SUV,Branch,No
9497,California,6198.793072,College,M,24053,87,1.0,Personal Auto,624.532492,Four-Door Car,Web,No
